entityid,entityname,principaladdress1,principaladdress2,principalcity,principalstate,principalzipcode,principalcountry,mailingaddress1,mailingaddress2,mailingcity,mailingstate,mailingzipcode,mailingcountry,entitystatus,jurisdictonofformation,entitytypeverbatim,entitytype,agentfirstname,agentmiddlename,agentlastname,agentsuffix,agentorganizationname,agentprincipaladdress1,agentprincipaladdress2,agentprincipalcity,agentprincipalstate,agentprincipalzipcode,agentprincipalcountry,agentmailingaddress1,agentmailingaddress2,agentmailingcity,agentmailingstate,agentmailingzipcode,agentmailingcountry,entityformdate
19871011714,THE SOUTH BOULDER AND BEAR CREEK DITCH COMPANY,1290 S PUBLIC RD,C/O City of Lafayette,Lafayette,CO,80026,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,BRADLEY,SCOTT,DALLAM,,,1290 S PUBLIC RD,C/O City of Lafayette,LAFAYETTE,CO,80026,US,,,,,,,02/21/1891
19871011774,NEW TABLE MOUNTAIN DITCH COMPANY,8228 Ouray Dr.,,Longmont,CO,80503,US,P.O. Box 1102,,Niwot,CO,80544,US,Good Standing,,Nonprofit Corporation,DNC,Robert,Kenneth,Bellows,,,8228 Ouray Drive,,Longmont,CO,80503,US,,,,,,,02/28/1891
19871011949,FARMERS IRRIGATING DITCH & RESERVOIR COMPANY,210 East 29th Street,,Loveland,CO,80538,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,"Starr & Westbrook, P.C.",210 East 29th Street,,Loveland,CO,80538,US,,,,,,,11/23/1878
20031319328,"CLOVER MEADOW LATERAL DITCH COMPANY, Delinquent March 1, 2015",36487 CR 6,,Lamar,CO,81052,US,,,,,,,Delinquent,,Nonprofit Corporation,DNC,Curtis,Robert,Lubbers,II,,36487 CR 6,,LAMAR,CO,81052,US,,,,,,,10/8/2003
20031240849,EAST EXCELSIOR IRRIGATION COMPANY,231 NYBERG RD,,Pueblo,CO,81006,US,,,,,,,Exists,,Ditch Company,DT,C.,R.,EVANS,,,231 NYBERG RD,,PUEBLO,CO,81006,US,,,,,,,7/28/2003
19871012902,SUNNYSIDE PARK DITCH COMPANY,10603 Sunnyside Circle,,Salida,CO,81201,US,10603 Sunnyside Circle,,Salida,CO,81201,US,Good Standing,,Nonprofit Corporation,DNC,Ted,,Senter,,,10603 Sunnyside Circle,,Salida,CO,81201,US,10603 Sunnyside Circle,,Salida,CO,81201,US,01/19/1892
20091450683,Moonlight  Ditch Association,P O Box 4,,Lewis,CO,81327,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Rysta,Elizabeth,Williford,,,18240 Road 23.5,,Dolores,CO,81323,US,,,,,,,8/24/2009
19871013296,NO. 3 OUTLET DITCH COMPANY,PO Box 646,,Mead,CO,80542,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Mike,,Rademacher,,,PO Box 646,,Mead,CO,80542,US,,,,,,,03/16/1892
19871013346,THE REED LATERAL DITCH AND PIPE LINE COMPANY,1701 S Lafayette Street,,Denver,CO,80210,US,P. O. Box 119,,Longmont,CO,80502-0119,US,Good Standing,,Nonprofit Corporation,DNC,Angela,Rae,Swanson,,,1701 S Lafayette Street,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,03/22/1892
19871013590,LOWER OLIGARCHY DITCH COMPANY,1701 S. Lafayette St.,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,Good Standing,,Nonprofit Corporation,DNC,Angela,Rae,Swanson,,,1701 South Lafayette Street,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,04/29/1892
20111021920,DARNELL LATERAL DITCH COMPANY,9370 COUNTY RD 70,,Windsor,CO,80550,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,DARNELL LATERAL DITCH COMPANY,9370 COUNTY RD 70,,WINDSOR,CO,80550,US,,,,,,,1/12/2011
20161165763,The Kelton Heights Lateral Ditch Association,1006 S Eaton St,,Lakewood,CO,80226,US,1006 S Eaton St,,Lakewood,CO,80226,US,Good Standing,,Nonprofit Corporation,DNC,Cooke,M,Daniel,,,1006 S Eaton St,,Lakewood,CO,80226,US,,,,,,,3/3/2016
19871015703,BRAVO DITCH COMPANY (THE) (WATER),24833 C. R. 385,,Sterling,CO,80751,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,ROBERT,,iDICKINSON,,,24833 C. R. 385,,STERLING,CO,80751,US,,,,,,,06/01/1893
19871015734,THE TROPIC DITCH COMPANY,P O Box 1272,,Paonia,CO,81428,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Trisha,,Monaghan,,,15495 Black Bridge Road,,Paonia,CO,81428,US,,,,,,,06/08/1893
19871016011,C-C DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,3/3/1949
19871016197,OURAY DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,11/11/1893
19871016745,ERIE COAL CREEK DITCH & RESERVOIR COMPANY,1701 South Lafayette St.,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,Good Standing,,Nonprofit Corporation,DNC,Angela,Rae,Swanson,,,1701 South Lafayette Street,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,03/06/1894
19871016928,GRANBY DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,04/16/1894
19871016960,"THE BURLINGTON EXTENSION DITCH COMPANY, Dissolved February 1, 2001",,,,,,,,,,,,,Administratively Dissolved,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,04/24/1894
19871017028,THE JACKSON DITCH COMPANY,2319 EAST MULBERRY STREET,,Fort Collins,CO,80524,US,P.O. Box 2017,,Fort Collins,CO,80522-2017,US,Good Standing,,Nonprofit Corporation,DNC,Heather,A,Thiede,,,2319 EAST MULBERRY STREET,,FORT COLLINS,CO,80524,US,PO BOX 2017,,FORT COLLINS,CO,80522-2017,US,05/08/1894
19871017126,THE LUPTON BOTTOM DITCH COMPANY,11016 County RD 23,,Fort Lupton,CO,80621,US,PO Box 305,,Fort Lupton,CO,80621,US,Good Standing,,Nonprofit Corporation,DNC,HOWARD,,CANTRELL,,,11016 County RD 23,,FORT LUPTON,CO,80621,US,PO Box 305,,FT LUPTON,CO,80621,US,05/26/1894
19871017330,BESSEMER IRRIGATING DITCH COMPANY,,,,,,,,,,,,,Exists,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,07/25/1894
19871017472,THE DRY CREEK NO. 2. DITCH COMPANY,"650 South Taylor Ave, Suite A",c/o  CDBodam,Louisville,CO,80027,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,CD,,Bodam,,,"650 South Taylor Ave, Suite A",c/o CDBodam,Louisville,CO,80027,US,,,,,,,09/08/1894
19871017835,MUTUAL LATERAL IRRIGATION COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,CYNTHIA,R.,GOLDSMITH,,,410 E. RAILROAD AVE.,,FT. MORGAN,CO,80701,US,P O BOX 38,,FT. MORGAN,CO,80701,US,12/18/1894
19871017854,MCCANNE DITCH AND RESERVOIR COMPANY,5775 Franklin Street,,Denver,CO,80216,US,200 Mansell Court East,Suite 310,Roswell,GA,30076,US,Good Standing,,Nonprofit Corporation,DNC,,,,,"National Registered Agents, Inc",7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,12/22/1894
19871018124,DARLINGTON DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,5/2/1950
19871018151,HOWARD DITCH COMPANY,515 KIMBARK ST,,Longmont,CO,80501,US,,,,,,,Exists,,Ditch Company,DT,JEFFREY,J.,KAHN,,,515 KIMBARK ST,,LONGMONT,CO,80501,US,,,,,,,02/16/1895
19871018289,DAVIDSON HIGH LINE LATERAL DITCH COMPANY,1701 S. Lafayette St.,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,Good Standing,,Nonprofit Corporation,DNC,Angela,Rae,Swanson,,,1701 South Lafayette Street,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,03/08/1895
19871018299,COLE DITCH COMPANY,3209 W. 28TH ST.,,Greeley,CO,80634,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,RANDY,,RAY,,,3209 W. 28TH ST.,,GREELEY,CO,80634,US,,,,,,,03/09/1895
19871018506,MORGAN DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,04/26/1895
19871018950,THE OVERLAND DITCH AND RESERVOIR COMPANY,30095 Redlands Mesa Rd,,Hotchkiss,CO,81419,US,30095 Redlands Mesa Rd,,Hotchkiss,CO,81419,US,Good Standing,,Nonprofit Corporation,DNC,Shellie,L,Gies,,,30095 Redlands Mesa Rd,,Hotchkiss,CO,81419,US,30095 Redlands Mesa Road,,Hotchkiss,CO,81419,US,08/26/1895
19871020633,DON QUIXOTE DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,12/17/1924
19871019236,DAVIS BROTHERS DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,10/28/1895
19871019508,THE DE WEESE-DYE DITCH AND RESERVOIR COMPANY,1614 Ash St.,,Canyon City,CO,81212,US,Box 759,,Canyon City,CO,81215-0759,US,Good Standing,,Nonprofit Corporation,DNC,Arlin,J,Bolkema,,,1820 Pinion Ave.,,CANON CITY,CO,81212,US,,,,,,,12/03/1895
19871022919,THE STULL DITCH CO,28444 Redlands Mesa Road,,Hotchkiss,CO,81419,US,28444 Redlands Mesa Road,,Hotchkiss,CO,81419,US,Good Standing,,Nonprofit Corporation,DNC,Deborah,,Christner,,,28444 Redlands Mesa Rd,,Hotchkiss,CO,81419,US,28444 Redlands Mesa Rd,,HOTCHKISS,CO,81419,US,09/04/1896
20151842280,Jim Eglin Ditch Co,1528 S. County Rd. 17,,Berthoud,CO,80513,US,,,,,,,Good Standing,,,DPC-PBC,Larry,,Lempka,,,1528 S. County Rd. 17,,Berthoud,CO,80513,US,,,,,,,12/31/2015
19871024397,LEGGETT DITCH AND RESERVOIR COMPANY,502 CR 20,,Longmont,CO,80504,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,ANNE,R.,HANSEN,,,502 CR 20,,LONGMONT,CO,80504,US,,,,,,,04/07/1897
19871024675,COLLIER DITCH COMPANY,53497 HWY 50 E,,Boone,CO,81025,US,703 W 9TH ST,,Pueblo,CO,81003,US,Good Standing,,Nonprofit Corporation,DNC,JOANN,MAY,COSSEL,,,53497 HWY 50 E,,BOONE,CO,81025,US,,,,,,,05/20/1897
20161031557,The Fry-Haskins Ditch  maintance,224 Meadow Lane,,Bellvue,CO,80512,US,224 Meadow Lane,,Bellvue,CO,80512,US,Delinquent,,Nonprofit Corporation,DNC,,,,,The Fry-Haskin ditch maintaince,224 Meadow Lane,,Bellvue,CO,80512,US,,,,,,,1/14/2016
20161037319,WPI-Western Ditch CO LLC,509 Madison Avenue,Suite 804,New York,NY,10022,US,,,,,,,Good Standing,,Foreign Limited Liability Company,FLLC,,,,,Business Filings Incorporated,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112-1268,US,,,,,,,1/18/2016
19871026109,"STEWART DITCH EXTENSION COMPANY, Delinquent December 1, 2013",11466  3725 ROAD,,Paonia,CO,81428,US,,,,,,,Delinquent,,Nonprofit Corporation,DNC,TOM,,GILLESPIE,,,12506 CRAWFORD ROAD,,PAONIA,CO,81428,US,,,,,,,02/07/1898
19871027361,THE CONSOLIDATED HILLSBOROUGH DITCH COMPANY,612 CHARLOTTE ST,,Johnstown,CO,80534,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,M.,L.,Vetter,,,612 CHARLOTTE ST,,JOHNSTOWN,CO,80534,US,612 Charlotte Street,,Johnstown,CO,80534,US,11/12/1898
19871027412,FRUIT GROWERS DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,11/23/1898
19871030067,NEW BRANTNER EXTENSION DITCH COMPANY,25 S 4th Avenue,,Brighton,CO,80601,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,Law Offices of Brice Steele PC,25 S 4th Avenue,,Brighton,CO,80601,US,,,,,,,3/2/1904
19871039744,MARCOT PARK DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,1/3/1905
19871030722,JONES LATERAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,6/15/1900
19871030955,THE SHORT DITCH COMPANY,36006 BACK RIVER RD,,Hotchkiss,CO,81419,US,36006 Back River Road,,Hotchkiss,CO,81419,US,Good Standing,,Nonprofit Corporation,DNC,JUDY,,HOWE,,,36006 Back River Road,,HOTCHKISS,CO,81419,US,36006 Back River Road,,HOTCHKISS,CO,81419,US,7/25/1900
20161346129,North Fork Ditch Company,PO BOX 67,,Salida,CO,81201,US,PO BOX 67,,Salida,CO,81201,US,Delinquent,,Nonprofit Corporation,DNC,Joseph,Henry,DeLuca,,,PO BOX 67,,SALIDA,CO,81201,US,PO BOX 67,,SALIDA,CO,81201,US,5/20/2016
19871032238,The Thompson Glen Ditch Company,4419 Highway #82,,Glenwood Springs,CO,81601,US,P.O. Box 2794,,Glenwood Springs,CO,81602,US,Good Standing,,Nonprofit Corporation,DNC,Cheryl,Mary,McGrath,,,2408 Bobolink Lane,,Glenwood Springs,CO,81601,US,C/O The Thompson Glen Ditch Company,P.O. Box 2794,Glenwood Springs,CO,81602-2794,US,3/9/1901
19871032346,SALISBURY LATERAL DITCH COMPANY,1600 W 12TH AVE,,Denver,CO,80204,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,JERRY,R,FOSTER,,,1600 W 12TH AVE,,DENVER,CO,80204,US,,,,,,,3/23/1901
19871039954,HAWKEYE LATERAL DITCH COMPANY,,,,,,,,,,,,,Noncompliant,,Corporation,DPC,,,,,,,,,,,,,,,,,,2/6/1905
19871032711,ALAMO DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,5/24/1901
19871032860,THE LONE PINE DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,6/22/1901
20121077674,Bunyan Lateral Ditch Company,1701 S Lafayette Street,,Denver,CO,80210,US,P. O. Box 119,,Longmont,CO,80502-0119,US,Good Standing,,Corporation,DPC,Angela,Rae,Swanson,,,1701 S Lafayette Street,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,2/2/2012
19871034873,GARNET DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,6/18/1902
19871035267,GRANT DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,9/8/1902
20111426107,"Lateral Ditch ML47, Inc.",P.O. Box 637,,Clifton,CO,81520,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Kathy,,Ericson,,,3020 Hill Court,,Grand Junction,CO,81504,US,,,,,,,7/27/2011
19871040279,THE KERSHAW DITCH COMPANY,4800 West 92nd Avenue,,Westminstser,CO,80031,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,ROBERT,DENNIS,KRUGMIRE,,,4800 WEST 92ND AVENUE,,WESTMINSTER,CO,80031,US,4800 West 92nd Avenue,,Westminster,CO,80031,US,3/27/1905
19871035844,THE EXCELSIOR DITCH COMPANY,118 Washington Street,,Monte Vista,CO,81144,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Lyla,C,Davis,,,118 Washington Street,,Monte Vista,CO,81144,US,,,,,,,12/30/1902
19871036202,MANASSA LAND AND IRRIGATION COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,2/14/1903
19871036206,THE UPPER BALDWIN DITCH COMPANY,1195 TURQUOISE DR,,Longmont,CO,80504,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Julie,,Wright,,,1195 Turquoise Dr,,Longmont,CO,80504,US,,,,,,,2/16/1903
19871036320,THE MEADOW ISLAND DITCH COMPANY NO. TWO (2),11154 COLO HWY 66,,Platteville,CO,80651,US,PO Box 190,,Platteville,CO,80651,US,Good Standing,,Nonprofit Corporation,DNC,William,H.,Caile,,,555 17th Street,Suite 3200,Denver,CO,80202,US,,,,,,,3/2/1903
19871036492,LEROUX DITCH AND ENLARGEMENT COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,3/27/1903
19871036527,THE KAYSER MUTUAL DITCH COMPANY,1920 CONGER MESA RD,,Mc Coy,CO,80463,US,"p,o. box 225",,Mc Coy,CO,80463,US,Good Standing,,Nonprofit Corporation,DNC,Glen,Douglas,HORN,,,1920 CONGER MESA RD,,MC COY,CO,80463,US,PO BOX 225,,MC COY,CO,80463,US,4/6/1903
19871036898,SLATE DITCH COMPANY,10967 Blue Sky Drive,,Fort Lupton,CO,80621,US,,,,,,,Delinquent,,Nonprofit Corporation,DNC,,,,,Slate  Ditch Company,10967 Blue Sky Drive,,Brighton,CO,80621,US,,,,,,,6/11/1903
20161559013,Steele Valley Ditch MM LLC,6875 E Evans Ave,,Denver,CO,80224,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,,,,,Steele Properties Holdings II LLC,6875 E. Evans Ave,,Denver,CO,80224,US,,,,,,,8/22/2016
19871036987,PELLA DITCH COMPANY,7899 St Vrain Rd,,Longmont,CO,80503,US,PO Box 771,,Longmont,CO,80502,US,Good Standing,,Nonprofit Corporation,DNC,REGINALD,V,GOLDEN,,,7899 St Vrain Rd,,LONGMONT,CO,80503,US,PO Box 54,,Longmont,CO,80502,US,6/29/1903
19871037948,VERNAL MESA DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,1/8/1904
19871038367,BATTLEMENT MESA DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,3/18/1904
19871038411,THE FAIRPORT RESERVOIR AND DITCH COMPANY,,,,,,,,,,,,,Good Standing,,Corporation,DPC,John,,Stokes,,,Nix Site Office Building,1745 Hoffman Road,Fort Collins,CO,80528,US,c/o City of Ft. Collins' Nat. Areas,P.O. Box 580,Fort Collins,CO,80522-0580,US,3/26/1904
19871038546,COLUMBINE LATERAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,4/18/1904
19871038946,CAPITOL HILL LATERAL DITCH ASSOCIATION,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,7/7/1904
19871038824,BRIGHTON GARDENS RESERVOIR AND DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,6/9/1904
20161706775,Sullivan Ditch Company,1200 County Road 505,,Bayfield,CO,81122,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,Caroline,Kirksey,Munger,,,1200 County Road 505,,Bayfield,CO,81122,US,,,,,,,10/21/2016
19871041424,THE LONE CABIN DITCH & RESERVOIR COMPANY,42384 Lamborn Mesa Rd,,Paonia,CO,81428,US,42384 Lamborn Mesa Road,,Paonia,CO,81428,US,Good Standing,,Nonprofit Corporation,DNC,JAMES,R.,BRISCOE,,,42384 Lamborn Mesa Road,,Paonia,CO,81428,US,42384 Lamborn Mesa Rd.,,Paonia,CO,81428,US,11/15/1905
19871041929,SOUTH SIDE DITCH COMPANY,1574 WEST COUNTY ROAD 16,,Loveland,CO,80537,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,,,,,"Starr & Westbrook, P.C.",210 East 29th Street,,Loveland,CO,80538,US,,,,,,,1/31/1906
20171010720,PRICE DITCH LLC,1514 14 1/2 Road,,Loma,CO,81524,US,P.O. Box 249,,Loma,CO,81524,US,Good Standing,,Limited Liability Company,DLLC,Jesse,D,Ritter,,,1514 14 1/2 Road,,Loma,CO,81524,US,P.O. Box 249,,Loma,CO,81524,US,1/4/2017
19871042573,NIWOT DITCH COMPANY,CITY OF LONGMONT,1100 S. SHERMAN STREET,Longmont,CO,80501,US,PO Box 771,,Longmont,CO,80502,US,Good Standing,,Nonprofit Corporation,DNC,KEVIN,,BODEN,,,1100 S. SHERMAN STREET,,LONGMONT,CO,80501,US,PO Box 771,,Longmont,CO,80502,US,5/2/1906
19871042578,STILLWATER DITCH AND RESERVOIRS COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,5/2/1906
19871042791,THE PENNOCK LATERAL DITCH COMPANY,1701 S Lafayette St.,,Denver,CO,80210,US,P.O. Box 119,,Loongmont,CO,80502-0119,US,Good Standing,,Nonprofit Corporation,DNC,Angela,Rae,Swanson,,,1701 S. Lafayette St.,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,6/8/1906
19871043419,GREEN VALLEY DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,10/8/1906
19871044182,THE TOWNSITE DITCH COMPANY,246 C.R. 122,,Hesperus,CO,81326,US,,,,,,,Good Standing,,Nonprofit Corporation,DNC,JUDY,,ALBRECHT,,,246 C.R. 122,,HESPERUS,CO,81326,US,246 CR 122,,Hesperus,CO,81326,US,2/11/1907
19871044703,MOORE DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,4/22/1907
20171126962,"Eaklor Ditch, Co.",7010 S. Steele Street,,Centennial,CO,80122,US,7010,S. Steele Street,Centennial,CO,80122,US,Good Standing,,Nonprofit Corporation,DNC,Ron,,Trujillo,,,7010,S. Steele Street,Centennial,CO,80122,US,7010,S. Steele Street,Centennial,CO,80122,US,4/30/2017
19871045461,HARMONY DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,8/13/1907
20171201033,DITCH WITCH OF THE ROCKIES,7160 EUDORA DRIVE,,Commerce City,CO,80022,US,,,,,,,Good Standing,,Foreign Limited Liability Company,FLLC,,,,,The Corporation Company,7700 E Arapahoe Rd Ste 200,,Centennial,CO,80112-1268,US,,,,,,,3/14/2017
19871046036,ALLEN MESA DITCH AND RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,11/29/1907
20171271916,"Demographics Today, LLC",3111 Price Ditch Rd.,,Grand Junction,CO,81504,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,,,,,"United States Corporation Agents, Inc.","121 S. Tejon Street, Suite 900",,Colorado Springs,CO,80903,US,,,,,,,4/5/2017
19871046907,KANNAH CREEK HIGHLINE DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,4/6/1908
19871047240,FLORIDA MESA RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,5/25/1908
20131240730,"stichin in the ditches, llc",6618 S Arapahoe Dr,,Littleton,CO,80120,US,6618 S Arapahoe Dr,,Littleton,CO,80120,US,Good Standing,,Limited Liability Company,DLLC,Deanna,Jane'e,Brewer,,,6618 S Arapahoe Dr,,Littleton,CO,80120,US,6618 S Arapahoe Dr,,Littleton,CO,80120,US,4/19/2013
19871047751,SERVIETTA DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,3/21/1908
19871048053,THE BONUS DITCH COMPANY,7899 St Vrain Rd,,Longmont,CO,80503,US,PO BOX 771,,Longmont,CO,80502,US,Good Standing,,Nonprofit Corporation,DNC,REGINALD,V,GOLDEN,,,7899 St Vrain Rd,,LONGMONT,CO,80501,US,PO BOX 771,,Longmont,CO,80502,US,10/16/1908
19871048117,EAGLE DITCH & RESERVOIR COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,10/29/1908
19871048230,WEST RESERVOIR AND DITCH COMPANY,37200 Stucker Mesa,,Hotchkiss,CO,81419,US,PO Box 25,,Paonia,CO,81428,US,Good Standing,,Nonprofit Corporation,DNC,Karla,,Tschoepe,,,37200 Stucker Mesa,,Hotchkiss,CO,81419,US,PO Box 25,,Paonia,CO,81428,US,11/18/1908
19871048627,TREMONT MUTUAL DITCH COMPANY,,,,,,,,,,,,,Exists,,Nonprofit Corporation,DNC,,,,,,,,,,,,,,,,,,1/26/1909
19871048776,BIJOU LATERAL #5 DITCH COMPANY,229 Prospect Street,PO Box 972,Fort Morgan,CO,80701,US,PO Box 972,,Fort Morgan,CO,80701,US,Good Standing,,Nonprofit Corporation,DNC,,,,,BIJOU LATERAL #5 DITCH COMPANY,229 Prospect Street,PO Box 972,Fort Morgan,CO,80701,US,P. O. BOX 972,,FORT MORGAN,CO,80701,US,2/13/1909
19871049007,THE WESTERN MUTUAL DITCH COMPANY,21454 WELD COUNTY RD 33,,La Salle,CO,80645,US,P. O. Box 282,,La Salle,CO,80645,US,Good Standing,,Nonprofit Corporation,DNC,P.,ANDREW,JONES,,,5245 Ronald Reagan Blvd. Suite 1,,Johnstown,CO,80534,US,,,,,,,3/15/1909
19871049034,THE SUPPLY IRRIGATING DITCH COMPANY,1701 S Lafayette Street,,Denver,CO,80210,US,P. O. Box 119,,Longmont,CO,80502-0119,US,Good Standing,,Nonprofit Corporation,DNC,Angela,Rae,Swanson,,,1701 S. Lafayette Street,,Denver,CO,80210,US,P.O. Box 119,,Longmont,CO,80502-0119,US,3/20/1909
19871049121,AGITATOR DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,3/30/1909
19871049709,"NEW UNION COMMUNITY DITCH COMPANY, Dissolved January 29, 2009",SAME AS REGISTERD AGENT,,Thornton,CO,80241,US,12450 Washington Street,,Thornton,CO,80241,US,Voluntarily Dissolved,,Nonprofit Corporation,DNC,,,,,New Union Community Ditch Company,12450 WASHINGTON ST,,THORTON,CO,80241,US,,,,,,,6/14/1909
20171561981,Skyline Ditch Company LLC,377 83rd Avenue,,Greeley,CO,80634,US,P.O. Box 96,,Windsor,CO,80550,US,Good Standing,,Limited Liability Company,DLLC,DeAnnaKay,,Swetzig,,,377 83rd Avenue,,Greeley,CO,80634,US,P.O. Box 96,,Windsor,CO,80550,US,7/24/2017
20171570745,"Elk Creek Ditch No. 2, LLC",0981 Mesa Road,,Snowmass,CO,81654,US,,,,,,,Good Standing,,Limited Liability Company,DLLC,,,,,"Elk Creek Ditch No. 2, LLC",0981 Mesa Road,,Snowmass,CO,81654,US,,,,,,,7/26/2017
19871050472,JOHNSON DITCH COMPANY,,,,,,,,,,,,,Exists,,Ditch Company,DT,,,,,,,,,,,,,,,,,,10/19/1909
19871051186,THE GODFREY DITCH COMPANY,23822 WCR 33 1/4,,La Salle,CO,80645,US,23822 WCR 33 1/4,,La Salle,CO,80645,US,Good Standing,,Nonprofit Corporation,DNC,Kathy,,Werning,,,23822 WCR 33 1/4,,La Salle,CO,80645,US,,,,,,,2/5/1910
